species	soil	water	fans	width	thick	leaf.length	curve	w.start	w.end	flower	relative.rhizome.growth	relative.fitness
I.petrana	sand	200	0.98492384	-0.506880265	0.155031254	0.177522399	-0.349872076	8.9	17.7	1	1.988764045	0.853765597
I.atrofusca	sand	200	-0.460615741	-0.506880265	-1.990003589	-0.551194548	-0.429410314	9.1	14.6	0	1.604395604	0.688758314
I.mariae	loess	200	-1.424308795	-1.130181792	1.520053426	-2.454559708	2.804594428	7.2	11.7	0	1.625	0.697603669
I.mariae	rendzina	200	-0.460615741	0.428072026	1.520053426	-0.366296218	0.743921446	8.3	17.8	0	2.144578313	0.920655815
I.atrofusca	sand	200	0.021230786	-0.195229501	-0.234975081	1.460934336	-0.633545098	8.9	30	0	3.370786517	1.447060334
I.mariae	loess	200	2.43046342	-0.506880265	-0.624981416	-1.791100995	2.079538354	9.6	22.3	1	2.322916667	0.997215501
I.atropurpurea	sand	200	0.021230786	1.051373553	0.350034421	-0.05088142	-0.537765509	12.3	25.8	0	2.097560976	0.900471528
I.petrana	rendzina	200	-0.942462268	-1.75348332	-1.990003589	-1.432180708	-0.257155143	6.3	9.1	0	1.444444444	0.62009215
I.atropurpurea	loess	200	0.021230786	2.297976608	1.910059761	-0.355419846	-0.442720408	6	15.5	0	2.583333333	1.109010961
I.mariae	sand	200	0.021230786	-1.441832556	0.350034421	-1.595326293	1.071888101	8.4	14	0	1.666666667	0.715490943
I.atrofusca	rendzina	200	-0.942462268	-0.195229501	-0.234975081	0.634330038	-0.613708732	9.2	20.3	0	2.206521739	0.947247792
I.mariae	loess	200	0.503077313	-0.818531029	-1.404994086	-0.942743952	0.722230624	7.2	12.4	0	1.722222222	0.739340641
I.atrofusca	sand	200	0.021230786	1.986325844	0.350034421	0.873610229	-0.700330624	10.1	40.1	0	3.97029703	1.704426939
I.atropurpurea	rendzina	200	0.503077313	0.73972279	0.740040756	-0.083510537	-0.530012751	8.7	25.6	0	2.942528736	1.263211595
I.mariae	loess	200	-0.942462268	-0.506880265	-0.819984584	-0.942743952	-0.189308302	6.6	13.7	0	2.075757576	0.891111447
I.atropurpurea	rendzina	200	3.394156474	0.428072026	-0.234975081	-0.60557641	-0.294199459	13.2	31.1	1	2.356060606	1.011444014
I.petrana	rendzina	200	0.503077313	0.73972279	0.935043924	0.351544357	0.310806453	14.3	30.2	1	2.111888112	0.90662209
I.atrofusca	sand	200	0.98492384	0.428072026	-0.234975081	0.384173474	-0.571889065	13.5	33.2	0	2.459259259	1.055746635
I.atrofusca	loess	200	0.98492384	0.73972279	0.935043924	0.721341016	-0.257176817	15.7	30.1	0	1.917197452	0.823042447
I.atropurpurea	rendzina	200	0.021230786	0.428072026	-0.234975081	0.297162495	0.020237284	9.4	25.9	1	2.755319149	1.182843537
I.mariae	sand	200	-1.424308795	-1.130181792	-1.014987751	-2.334919612	1.783532543	8.8	11.7	0	1.329545455	0.570766638
I.mariae	rendzina	200	0.98492384	-0.818531029	0.740040756	-0.801351112	1.202948039	7.7	16.4	0	2.12987013	0.914341672
I.atropurpurea	rendzina	200	-0.942462268	1.051373553	1.130047091	0.492937197	-0.281136072	10.2	23.5	0	2.303921569	0.989061009
I.petrana	loess	200	-1.424308795	-0.195229501	-0.624981416	-1.084136793	0.031056758	8.8	12.9	0	1.465909091	0.629306806
I.mariae	rendzina	200	0.503077313	-0.195229501	0.155031254	-1.573573548	1.258314285	11.5	20	0	1.739130435	0.746599245
I.atrofusca	loess	200	-0.460615741	-0.195229501	0.350034421	1.373923357	-0.623182815	9.6	28.8	0	3	1.287883697
I.petrana	loess	200	-0.460615741	-1.441832556	-1.599997254	0.612577293	-0.62012148	7.3	7.5	0	1.02739726	0.441056061
I.mariae	rendzina	200	-0.460615741	0.428072026	1.130047091	-1.247282378	1.78500165	10.9	16	0	1.467889908	0.630157161
I.atropurpurea	loess	200	0.021230786	0.116421262	0.155031254	1.515316197	-0.524353769	13	38.6	0	2.969230769	1.274674633
I.atrofusca	rendzina	200	0.503077313	0.73972279	-1.404994086	-0.290161612	-0.566599971	13.5	36.5	0	2.703703704	1.160685307
I.atropurpurea	loess	200	0.021230786	0.116421262	-0.039971914	0.329791612	0.194654218	14.3	30.7	0	2.146853147	0.921632389
I.atropurpurea	loess	200	0.503077313	1.674675081	0.935043924	1.732843644	-0.7358447	10.5	32.2	1	3.066666667	1.316503335
I.atrofusca	sand	200	0.021230786	0.73972279	0.350034421	1.167272282	-0.620323061	12.3	34.7	0	2.821138211	1.211099303
I.atrofusca	sand	200	-1.424308795	1.363024317	0.545037589	1.765472761	-0.470503514	10	32	0	3.2	1.37374261
I.mariae	sand	200	0.503077313	-1.130181792	-0.819984584	-0.88836209	0.034351989	7.5	16.9	0	2.253333333	0.967343755
I.atrofusca	loess	200	-1.424308795	0.73972279	0.155031254	1.721967272	-0.550107631	8.3	21.3	0	2.56626506	1.101683644
I.atropurpurea	loess	200	-0.942462268	0.73972279	0.350034421	-0.105263282	-0.728193536	9.2	13.3	1	1.445652174	0.620610622
I.petrana	loess	200	0.021230786	0.116421262	0.545037589	1.232530516	-0.405100483	12.8	30.8	0	2.40625	1.032990049
I.atrofusca	sand	200	0.021230786	0.428072026	-0.039971914	0.634330038	-0.445113717	12.5	36	0	2.88	1.236368349
I.atropurpurea	sand	200	-0.460615741	-0.195229501	-0.819984584	-0.366296218	-0.113410565	7.2	21.5	0	2.986111111	1.281921272
I.petrana	rendzina	200	1.466770366	0.428072026	0.350034421	0.384173474	-0.278222082	12	26.8	0	2.233333333	0.958757863
I.petrana	rendzina	200	0.503077313	-0.195229501	0.350034421	0.797475623	-0.176929783	12.4	24.7	0	1.991935484	0.855127078
I.petrana	rendzina	200	0.98492384	0.116421262	-0.039971914	0.862733857	-0.456042927	9.4	27.9	0	2.968085106	1.274182806
I.mariae	sand	200	1.948616893	-1.130181792	-0.624981416	-1.540944431	1.078298243	12.7	23.7	1	1.866141732	0.801124504
I.atropurpurea	sand	200	0.503077313	0.116421262	0.935043924	1.036755814	-0.592835275	10.7	25.7	1	2.401869159	1.031109377
I.atrofusca	loess	200	-0.942462268	0.73972279	-1.795000421	1.787225506	-0.658810055	9.9	17.5	0	1.767676768	0.75885403
I.atropurpurea	rendzina	200	0.98492384	1.986325844	1.715056594	0.634330038	-0.126291431	13.3	31.7	0	2.383458647	1.023205844
I.atrofusca	loess	200	0.503077313	1.986325844	-0.819984584	0.329791612	-0.529608146	12	21	0	1.75	0.75126549
I.atrofusca	sand	200	-0.460615741	1.363024317	-1.209990919	0.78659925	-0.521157695	8	27.3	0	3.4125	1.464967705
I.petrana	loess	200	0.503077313	0.116421262	0.740040756	0.057882303	-0.240000891	8.6	23	0	2.674418605	1.148113373
I.mariae	loess	200	0.98492384	0.116421262	0.350034421	-0.246656122	0.824965162	8.7	18	1	2.068965517	0.888195653
I.petrana	rendzina	200	-0.942462268	-1.441832556	-0.819984584	-0.529441803	0.46942401	8.9	6	0	0.674157303	0.289412067
I.petrana	sand	200	0.503077313	-1.75348332	-1.014987751	0.123140537	-0.34932357	11.8	28.9	0	2.449152542	1.051407877
I.atrofusca	loess	200	-0.460615741	0.116421262	0.155031254	1.395676102	-0.496736534	10.9	22.7	0	2.082568807	0.894035472
I.mariae	rendzina	200	-0.460615741	-0.506880265	-0.819984584	-0.866609346	0.08326873	8.8	14.9	0	1.693181818	0.726873753
I.atrofusca	rendzina	200	-0.460615741	0.428072026	-0.819984584	1.025879442	-0.538131081	13.4	25.1	0	1.873134328	0.804126388
I.atropurpurea	loess	200	-0.460615741	-0.818531029	-1.014987751	-0.398925335	-0.74728969	9.4	19	0	2.021276596	0.867723058
I.petrana	rendzina	200	-0.942462268	-1.75348332	-2.575013091	-0.997125814	-0.354496113	9.6	8.9	0	0.927083333	0.397991837
I.mariae	loess	200	0.021230786	0.116421262	0.545037589	0.025253186	-0.094026105	7.1	10.1	1	1.422535211	0.610686636
I.mariae	sand	200	0.98492384	-1.130181792	-1.014987751	-2.313166867	1.990329884	10.3	20	0	1.941747573	0.833581681
I.atrofusca	rendzina	200	-0.460615741	0.73972279	-0.234975081	0.862733857	-0.349524622	9.9	26.1	0	2.636363636	1.131776582
I.mariae	rendzina	200	0.021230786	0.116421262	0.545037589	-0.659958271	1.063489064	9.4	14.5	0	1.542553191	0.662209702
I.mariae	sand	200	-0.460615741	-1.130181792	-1.599997254	-2.106515793	2.117122973	8.5	13.8	0	1.623529412	0.696972354
I.atropurpurea	loess	200	-0.460615741	1.051373553	0.155031254	1.15639591	-0.495833742	11.8	19	1	1.610169492	0.691237012
I.petrana	sand	200	-0.460615741	-1.75348332	-1.599997254	-0.714340133	0.24623719	11.4	19.8	0	1.736842105	0.745616877
I.atropurpurea	sand	200	-0.460615741	-1.130181792	-1.599997254	0.536442686	-0.657187106	13.7	35.3	0	2.576642336	1.106138552
I.atropurpurea	sand	200	1.466770366	-0.818531029	-0.624981416	-0.094386909	-0.669365959	12.8	29.9	0	2.3359375	1.002805274
I.atropurpurea	rendzina	200	0.021230786	0.116421262	-0.234975081	0.09051142	-0.522715043	13	27.2	0	2.092307692	0.898216322
I.mariae	loess	200	0.021230786	-0.195229501	1.910059761	-0.594700037	0.257683691	7.5	18.2	0	2.426666667	1.041754813
I.atropurpurea	loess	200	-0.460615741	0.73972279	0.740040756	0.427678963	-0.344062683	6.9	26.4	1	3.826086957	1.642518338
I.atrofusca	rendzina	200	0.021230786	1.363024317	-0.234975081	0.753970133	-0.408813486	11.4	29.2	0	2.561403509	1.099596607
I.petrana	rendzina	200	1.466770366	-0.506880265	2.105062929	1.493563453	-0.069183667	7.9	24.8	1	3.139240506	1.34765889
I.petrana	sand	200	1.948616893	-1.130181792	-1.404994086	-0.518565431	0.598225839	13	32.5	1	2.5	1.073236414
I.petrana	sand	200	-0.942462268	-1.130181792	-1.404994086	-0.018252303	-0.267164513	11.5	22.3	0	1.939130435	0.832458158
I.atrofusca	loess	200	0.503077313	0.116421262	0.740040756	1.232530516	-0.629127763	8.2	34.5	1	4.207317073	1.806178355
I.petrana	rendzina	200	-0.460615741	-0.195229501	-0.819984584	-0.529441803	0.621294318	7.7	17.7	0	2.298701299	0.986819976
I.mariae	sand	200	0.98492384	-0.818531029	-0.429978249	-0.485936314	-0.094462768	12.3	18.2	0	1.479674797	0.635216349
I.mariae	rendzina	200	1.466770366	-0.195229501	-0.429978249	-2.476312452	4.590542391	10.9	22.4	0	2.055045872	0.882220025
I.mariae	rendzina	200	1.948616893	0.116421262	0.350034421	-1.11676591	2.09889849	11.5	26.8	0	2.330434783	1.000442988
I.atrofusca	sand	200	0.503077313	0.73972279	-1.014987751	0.862733857	-0.707130845	11.1	29.1	0	2.621621622	1.125447915
I.petrana	loess	200	1.466770366	-0.506880265	-0.039971914	0.297162495	0.228804255	15.7	39.7	0	2.52866242	1.085541035
I.atrofusca	loess	200	-0.942462268	0.73972279	1.520053426	1.112890421	-0.6001893	9.8	24.5	0	2.5	1.073236414
I.atropurpurea	sand	200	-0.942462268	1.363024317	3.080078766	0.873610229	-0.730778872	12.9	35.1	0	2.720930233	1.168080562
I.mariae	sand	200	0.503077313	-1.130181792	0.155031254	-0.920991207	0.364385764	9.8	19.8	0	2.020408163	0.867350245
I.atrofusca	loess	200	-0.942462268	0.428072026	1.130047091	1.450057963	-0.543314311	7.1	31.8	0	4.478873239	1.922755942
I.atrofusca	loess	200	-1.424308795	-0.818531029	-0.819984584	0.221027889	-0.562377912	7.2	13.4	0	1.861111111	0.798964886
I.petrana	sand	200	0.503077313	-0.506880265	1.715056594	-0.649081899	0.892444598	13.6	26.6	1	1.955882353	0.839649665
I.mariae	rendzina	200	-0.460615741	-0.195229501	0.350034421	-0.649081899	0.366571793	7.8	16.9	0	2.166666667	0.930138226
I.mariae	loess	200	2.43046342	-1.130181792	-0.429978249	-2.487188825	12.20501086	12.8	29.9	0	2.3359375	1.002805274
I.mariae	rendzina	200	-0.942462268	-1.130181792	-1.599997254	-1.638831782	1.075414009	7.1	8.6	0	1.211267606	0.519990601
I.atropurpurea	sand	200	-0.942462268	0.116421262	-0.624981416	0.286286123	-0.686358405	9.7	25.5	0	2.628865979	1.128557879
I.atropurpurea	loess	200	0.503077313	-0.195229501	-0.234975081	-0.953620324	0.248271853	5.6	25.4	0	4.535714286	1.947157494
I.atrofusca	sand	200	0.021230786	1.363024317	0.155031254	0.536442686	-0.658287045	9.9	36.8	0	3.717171717	1.595761618
I.mariae	rendzina	200	0.021230786	-0.195229501	0.350034421	0.884486601	-0.356435739	10.2	22.1	1	2.166666667	0.930138226
I.atrofusca	sand	200	-0.460615741	2.609627372	0.155031254	0.721341016	-0.430204455	11.8	42.8	0	3.627118644	1.557102323
I.petrana	rendzina	200	-0.942462268	-0.818531029	-0.624981416	0.101387793	0.21084078	8.8	13.2	0	1.5	0.643941848
I.atrofusca	rendzina	200	0.021230786	1.986325844	0.545037589	1.276036006	-0.560350372	7.9	38.4	0	4.860759494	2.086697635
I.atrofusca	rendzina	200	0.503077313	1.051373553	0.155031254	0.395049846	-0.356018184	9.4	33.1	0	3.521276596	1.511664907
I.mariae	rendzina	200	0.503077313	0.73972279	1.520053426	-1.345169729	1.261753265	6.5	17.9	0	2.753846154	1.182211188
I.atropurpurea	sand	200	-0.460615741	1.051373553	2.495069264	1.210777772	-0.62406688	7.7	22.1	1	2.87012987	1.232131156
I.mariae	loess	200	0.021230786	-0.818531029	0.350034421	-1.44305708	2.039444254	7.5	22.9	0	3.053333333	1.310779407
I.atrofusca	rendzina	200	-0.460615741	2.609627372	1.910059761	0.993250325	-0.324735973	8.1	18	1	2.222222222	0.953987924
I.atropurpurea	rendzina	200	0.021230786	0.428072026	0.155031254	0.78659925	-0.127102591	11.9	40.6	1	3.411764706	1.464652047
I.mariae	rendzina	200	0.98492384	-0.818531029	-0.624981416	-1.312540612	0.402629242	8.1	20.4	0	2.518518519	1.081186313
I.atropurpurea	loess	200	0.98492384	1.363024317	1.520053426	0.656082782	-0.590937696	12.5	28.3	1	2.264	0.971922897
I.petrana	sand	200	0.021230786	-0.506880265	-0.429978249	-0.279285239	-0.097687646	13.8	30.9	0	2.239130435	0.961246527
I.atropurpurea	rendzina	200	3.876003001	1.986325844	1.130047091	-0.23577975	-0.209537169	13.4	34.2	1	2.552238806	1.09566225
I.atrofusca	loess	200	-0.460615741	2.297976608	0.740040756	0.395049846	-0.643270191	12.3	28.5	1	2.317073171	0.99470692
I.mariae	rendzina	200	1.948616893	-0.195229501	0.350034421	-0.018252303	-0.011354273	8.6	22.6	1	2.627906977	1.128146184
I.mariae	loess	200	0.503077313	0.116421262	2.105062929	-1.11676591	0.453438576	7.8	15.8	0	2.025641026	0.869596684
I.atropurpurea	loess	200	-0.460615741	1.051373553	2.105062929	1.721967272	-0.450052003	11.8	42.5	0	3.601694915	1.546188054
I.atropurpurea	rendzina	200	-0.460615741	1.674675081	-0.429978249	0.362420729	-0.104164459	9.1	7.1	0	0.78021978	0.334944112
I.atropurpurea	rendzina	200	0.98492384	1.674675081	1.520053426	0.449431708	-0.394726675	8.4	32.9	0	3.916666667	1.681403715
I.petrana	rendzina	200	0.98492384	0.116421262	0.935043924	0.819228367	0.39389716	8.4	38	0	4.523809524	1.942046844
I.mariae	rendzina	200	0.98492384	-0.195229501	0.350034421	-1.171147771	1.015797399	10.6	24.3	1	2.29245283	0.984137542
I.atropurpurea	loess	200	-0.460615741	0.428072026	1.325050259	0.547319059	-0.566659741	13.7	24.7	0	1.802919708	0.773983633
I.atropurpurea	sand	200	0.503077313	-0.506880265	-0.819984584	-0.257532495	-0.471469757	6.1	32.7	0	5.360655738	2.301300376
I.mariae	loess	200	-0.460615741	-1.130181792	-0.624981416	-1.62795541	1.149197356	9.7	18.3	0	1.886597938	0.809906242
I.atropurpurea	rendzina	200	-1.424308795	3.232928899	3.470085101	1.983000208	-0.349151159	9.9	29.5	0	2.97979798	1.279211079
I.petrana	rendzina	200	3.394156474	-0.818531029	-0.624981416	-0.257532495	-0.097386712	13	29.9	0	2.3	0.987377501
I.atropurpurea	sand	200	-0.460615741	0.428072026	-0.039971914	-0.181397888	-0.523914452	7.4	21.4	0	2.891891892	1.241473474
I.atrofusca	rendzina	200	-0.942462268	0.73972279	-0.819984584	0.797475623	-0.670062557	6	19.8	0	3.3	1.416672067
I.atropurpurea	sand	200	0.021230786	-0.818531029	-1.014987751	0.242780633	-0.284972669	7.1	25.3	0	3.563380282	1.52973979
I.atropurpurea	sand	200	-0.460615741	0.116421262	0.350034421	0.068758676	-0.239039168	14.3	32	0	2.237762238	0.960659168
I.petrana	sand	200	0.503077313	-0.818531029	-0.624981416	-0.366296218	-0.58417682	10.9	19.5	1	1.788990826	0.768004039
I.mariae	loess	200	0.021230786	-0.818531029	0.350034421	-1.11676591	0.655840774	6.5	11.6	0	1.784615385	0.766125686
I.atropurpurea	sand	200	0.503077313	0.428072026	-0.429978249	-0.170521516	-0.466368722	10.8	11.6	0	1.074074074	0.461094163
I.petrana	loess	200	1.466770366	-0.506880265	-0.039971914	-0.159645143	-0.250035357	7.9	16.5	0	2.088607595	0.89662789
I.mariae	sand	300	1.466770366	-0.195229501	0.155031254	-1.758471878	1.614480857	11.2	35.6	0	3.178571429	1.364543441
I.atropurpurea	loess	300	0.98492384	0.73972279	0.935043924	-0.246656122	-0.331273579	11.8	37.9	0	3.211864407	1.378835935
I.atrofusca	rendzina	300	-0.460615741	1.674675081	0.740040756	1.167272282	-0.4686538	6.4	44.7	0	6.984375	2.998354232
I.petrana	sand	300	-0.460615741	-1.130181792	-0.624981416	-0.083510537	-0.244012023	6.5	17.6	0	2.707692308	1.162397593
I.atrofusca	loess	300	0.98492384	0.428072026	-0.234975081	1.178148655	-0.345581458	12.9	42.3	0	3.279069767	1.407686831
I.atrofusca	rendzina	300	0.503077313	0.116421262	-0.039971914	0.405926218	-0.61787057	8.6	26	0	3.023255814	1.297867291
I.petrana	sand	300	-1.424308795	-1.441832556	-1.014987751	-0.246656122	-0.232518724	9.3	12.9	0	1.387096774	0.595473107
I.petrana	rendzina	300	2.43046342	-0.506880265	-0.429978249	0.873610229	-0.310990163	13.3	36	1	2.706766917	1.162000328
I.atrofusca	sand	300	-0.460615741	0.428072026	-0.234975081	1.102014048	-0.415564612	12.9	46.8	0	3.627906977	1.55744075
I.atropurpurea	rendzina	300	1.466770366	-0.195229501	0.545037589	0.525566314	-0.317238768	8.4	27.4	1	3.261904762	1.400317988
I.mariae	loess	300	0.021230786	1.051373553	0.935043924	-1.682337271	2.25056026	10.3	20.9	0	2.029126214	0.871092856
I.atropurpurea	sand	300	0.021230786	1.674675081	0.740040756	0.699588272	-0.435931557	8.3	28.5	1	3.43373494	1.474083749
I.atropurpurea	loess	300	-0.942462268	2.609627372	2.300066096	1.547945314	-0.10595796	11.6	44	0	3.793103448	1.628358697
I.petrana	sand	300	-0.942462268	-0.195229501	0.155031254	-0.74696925	0.163090371	14.2	24.2	0	1.704225352	0.731614682
I.petrana	sand	300	-1.424308795	-0.506880265	0.350034421	-0.061757792	-0.51527679	8.4	21.9	0	2.607142857	1.11923226
I.atropurpurea	sand	300	-0.460615741	-0.506880265	0.545037589	0.308038867	-0.717195133	6.8	16.7	0	2.455882353	1.054296948
I.atrofusca	rendzina	300	-0.460615741	0.428072026	-0.039971914	1.047632187	-0.537941533	7.4	39.9	0	5.391891892	2.314709888
I.petrana	sand	300	1.466770366	-1.130181792	0.740040756	-0.19227426	-0.451429756	6.8	32.7	0	4.808823529	2.064401808
I.mariae	sand	300	0.503077313	-1.130181792	-1.014987751	-1.008002186	1.196130105	13.9	29.4	0	2.115107914	0.908004333
I.atropurpurea	loess	300	0.98492384	2.297976608	2.300066096	1.493563453	-0.573686861	11.3	36.3	1	3.212389381	1.379061304
I.atrofusca	sand	300	0.98492384	0.73972279	-0.624981416	1.145519538	-0.803570027	11.6	35.8	1	3.086206897	1.324891849
I.atropurpurea	sand	300	-0.942462268	0.73972279	0.740040756	-0.05088142	-0.212775593	9	37.5	0	4.166666667	1.788727357
I.atrofusca	rendzina	300	-0.460615741	2.297976608	0.740040756	1.102014048	-0.257569771	12	37	0	3.083333333	1.323658244
I.atropurpurea	rendzina	300	0.98492384	0.116421262	1.325050259	-0.018252303	-0.221905249	8.9	35	1	3.93258427	1.688237056
I.atrofusca	loess	300	-0.942462268	2.609627372	1.910059761	1.580574431	-0.620539938	13.8	56.9	0	4.123188406	1.770062376
I.petrana	loess	300	-0.460615741	-0.818531029	-0.429978249	-0.029128675	-0.334847753	14.1	20	0	1.418439716	0.608928462
I.atropurpurea	rendzina	300	-0.460615741	0.428072026	0.935043924	0.449431708	-0.492165635	12	45.8	0	3.816666667	1.638474259
I.atrofusca	loess	300	-0.942462268	1.674675081	0.740040756	1.700214527	-0.443586213	6.9	29.4	0	4.260869565	1.829168149
I.mariae	loess	300	1.948616893	-0.818531029	1.130047091	-0.910114835	0.721127029	12.6	26.7	0	2.119047619	0.909695627
I.atrofusca	rendzina	300	-0.942462268	-0.195229501	-0.624981416	-0.214027005	-0.571220643	11.5	26	0	2.260869565	0.970579018
I.atrofusca	sand	300	-0.942462268	1.051373553	-0.039971914	0.808351995	-0.448101056	14.6	39.4	0	2.698630137	1.158507252
I.atropurpurea	loess	300	1.466770366	1.363024317	0.935043924	0.340667984	-0.602958386	9.8	37.1	0	3.785714286	1.62518657
I.petrana	rendzina	300	0.503077313	0.73972279	0.935043924	1.895989229	-0.360428219	10	34.8	1	3.48	1.493945088
I.petrana	sand	300	0.503077313	-1.130181792	-1.404994086	-0.88836209	-0.10361871	12	22.1	0	1.841666667	0.790617492
I.atrofusca	loess	300	-0.942462268	1.051373553	0.740040756	2.03738207	-0.357109859	10.9	30.4	0	2.788990826	1.197298605
I.mariae	loess	300	1.948616893	-1.130181792	-0.624981416	-2.063010303	1.325440534	9	18.6	0	2.066666667	0.887208769
I.mariae	loess	300	0.503077313	0.116421262	-0.624981416	-1.279911495	1.700813605	9.1	17.7	0	1.945054945	0.835001518
I.atrofusca	rendzina	300	-1.424308795	0.73972279	-0.039971914	1.950371091	-0.686050743	8.1	26.4	0	3.259259259	1.399182288
I.atropurpurea	loess	300	1.466770366	1.363024317	1.520053426	0.449431708	-0.453567085	12.3	35.1	1	2.853658537	1.225060102
I.atropurpurea	rendzina	300	0.98492384	2.609627372	1.520053426	0.036129559	-0.41907031	8.3	16.8	0	2.024096386	0.868933579
I.petrana	rendzina	300	0.503077313	0.428072026	1.325050259	0.13401691	0.059047004	9.2	34.2	1	3.717391304	1.595855885
I.atrofusca	sand	300	-1.424308795	1.363024317	1.130047091	0.253657006	-0.27682737	14.4	28.4	0	1.972222222	0.846664282
I.atropurpurea	loess	300	1.948616893	0.73972279	0.350034421	0.471184452	-0.213961627	8	28.6	0	3.575	1.534728072
I.atropurpurea	rendzina	300	0.021230786	1.674675081	1.325050259	0.112264165	-0.53408413	7.8	30	1	3.846153846	1.651132945
I.mariae	rendzina	300	1.466770366	-0.195229501	-0.234975081	-2.150021282	2.397011292	7.6	24.1	1	3.171052632	1.361315662
I.mariae	sand	300	0.503077313	-1.130181792	1.715056594	-0.529441803	0.737076317	8.6	19.9	1	2.313953488	0.993367658
I.mariae	sand	300	0.021230786	-0.195229501	0.350034421	-2.128268537	2.682802726	8.3	16.6	1	2	0.858589131
I.atropurpurea	sand	300	-0.460615741	-0.195229501	0.350034421	0.840981112	-0.331831961	11.1	40.4	0	3.63963964	1.562477518
I.petrana	loess	300	1.466770366	-1.75348332	-1.404994086	-1.508315314	0.337126115	10.6	17.3	0	1.632075472	0.700641131
I.mariae	loess	300	0.503077313	-0.818531029	-0.429978249	-1.377798846	1.232628247	7	17	0	2.428571429	1.042572517
I.atropurpurea	sand	300	-0.460615741	0.428072026	-0.819984584	0.231904261	-0.671505668	11.1	23.3	1	2.099099099	0.901131836
I.mariae	rendzina	300	0.98492384	-0.818531029	-0.039971914	-1.149395027	0.895316628	9.4	21.7	0	2.308510638	0.991031072
I.petrana	loess	300	0.503077313	-0.818531029	0.740040756	-0.018252303	0.430746392	7.6	20.6	0	2.710526316	1.163614217
I.mariae	rendzina	300	0.98492384	-0.818531029	0.155031254	-0.986249442	0.063630497	7.6	20.6	1	2.710526316	1.163614217
I.mariae	rendzina	300	1.948616893	-1.130181792	-1.209990919	-1.236406005	0.85286616	6.4	16.3	0	2.546875	1.093359597
I.atrofusca	rendzina	300	0.021230786	1.363024317	0.935043924	2.135269421	-0.516940947	12.2	39.7	0	3.254098361	1.396966742
I.atropurpurea	sand	300	0.021230786	-1.130181792	-1.599997254	-0.159645143	-0.424994482	12.4	28.9	0	2.330645161	1.000533302
I.petrana	rendzina	300	0.503077313	-1.130181792	-0.039971914	-0.214027005	-0.10858773	16.8	30.9	0	1.839285714	0.789595362
I.atropurpurea	rendzina	300	2.43046342	1.051373553	-0.039971914	1.112890421	-0.679292907	13.3	46.2	1	3.473684211	1.491233754
I.atrofusca	sand	300	-1.424308795	0.116421262	-0.624981416	0.014376814	-0.487026379	6.6	13.7	0	2.075757576	0.891111447
I.atrofusca	loess	300	0.021230786	0.73972279	-0.039971914	-0.214027005	-0.527569336	5.9	14.9	1	2.525423729	1.084150683
I.mariae	sand	300	1.948616893	-1.441832556	-1.209990919	-1.301664239	0.572575016	9.8	19	0	1.93877551	0.83230579
I.atropurpurea	loess	300	0.021230786	0.428072026	1.130047091	0.242780633	-0.509001099	13.9	42.6	0	3.064748201	1.315679748
I.atropurpurea	sand	300	-0.460615741	-0.195229501	-0.039971914	0.199275144	-0.405080003	8.9	26.2	0	2.943820225	1.263766025
I.atrofusca	loess	300	-1.424308795	-0.818531029	-0.234975081	0.144893282	-0.711568652	10.3	19.4	0	1.883495146	0.80857423
I.petrana	sand	300	-0.460615741	-0.818531029	-0.429978249	0.210151516	-0.389195326	9.4	19.2	0	2.042553191	0.876856985
I.mariae	rendzina	300	0.98492384	-1.441832556	-0.819984584	-0.877485718	0.036906478	12.4	24.9	0	2.008064516	0.862051184
I.atropurpurea	loess	300	3.394156474	-0.506880265	0.155031254	0.166646027	-0.306677909	10.1	39.2	0	3.881188119	1.666172968
I.atropurpurea	loess	300	-0.942462268	1.986325844	1.910059761	0.547319059	-0.527137659	10.1	37.8	0	3.742574257	1.60666679
I.mariae	sand	300	0.98492384	-1.130181792	0.155031254	-1.301664239	0.454422872	9.5	24.1	0	2.536842105	1.08905253
I.petrana	rendzina	300	0.021230786	0.428072026	0.545037589	-0.779598367	0.358457201	11.4	23.4	0	2.052631579	0.881183582
I.atropurpurea	rendzina	300	0.98492384	-0.195229501	0.545037589	0.373297101	-0.60838904	11.2	32.8	0	2.928571429	1.257219799
I.petrana	loess	300	-0.460615741	0.116421262	0.155031254	0.188398771	0.154667036	9.2	24.9	0	2.706521739	1.161895074
I.mariae	sand	300	-0.460615741	-1.130181792	0.740040756	-0.551194548	0.223788442	11.1	23.2	1	2.09009009	0.897264317
I.atrofusca	rendzina	300	-0.460615741	1.363024317	0.740040756	1.047632187	-0.484861995	6.7	25.5	1	3.805970149	1.633882302
I.petrana	loess	300	0.021230786	0.116421262	0.155031254	-0.181397888	0.390235432	7.2	22.3	1	3.097222222	1.329620669
I.atrofusca	loess	300	0.021230786	1.051373553	-0.234975081	1.123766793	-0.605209308	9.9	45	0	4.545454545	1.951338935
I.petrana	loess	300	1.948616893	-0.818531029	0.350034421	0.079635048	0.258238898	9.7	29.6	0	3.051546392	1.310012283
I.atrofusca	loess	300	-0.942462268	1.051373553	0.545037589	1.199901399	-0.604318829	8.5	28.4	0	3.341176471	1.434348902
I.mariae	sand	300	1.466770366	-1.75348332	-1.404994086	-1.279911495	0.939938863	11.8	26.5	0	2.245762712	0.964093728
