Date Time, Water Level, Sigma, O, F, R, L, Quality 
2018-10-11 00:06,4.173,0.112,0,0,0,0,p
2018-10-11 00:12,4.167,0.112,1,0,0,0,p
2018-10-11 00:18,4.140,0.112,1,0,0,0,p
2018-10-11 00:24,4.072,0.115,1,0,0,0,p
2018-10-11 00:30,4.022,0.095,1,0,0,0,p
2018-10-11 00:36,3.999,0.082,1,0,0,0,p
2018-10-11 00:42,3.973,0.082,1,0,0,0,p
2018-10-11 00:48,3.960,0.069,1,0,0,0,p
2018-10-11 00:54,3.973,0.072,0,0,0,0,p
2018-10-11 01:00,3.934,0.056,1,0,0,0,p
2018-10-11 01:06,3.953,0.066,1,0,0,0,p
2018-10-11 01:12,3.944,0.062,1,0,0,0,p
2018-10-11 01:18,3.930,0.049,1,0,0,0,p
2018-10-11 01:24,3.944,0.049,1,0,0,0,p
2018-10-11 01:30,3.917,0.049,1,0,0,0,p
2018-10-11 01:36,3.934,0.049,1,0,0,0,p
2018-10-11 01:42,3.911,0.052,1,0,0,0,p
2018-10-11 01:48,3.904,0.039,1,0,0,0,p
2018-10-11 01:54,3.865,0.046,1,0,0,0,p
2018-10-11 02:00,3.871,0.056,1,0,0,0,p
2018-10-11 02:06,3.842,0.059,1,0,0,0,p
2018-10-11 02:12,3.835,0.056,1,0,0,0,p
2018-10-11 02:18,3.819,0.056,0,0,0,0,p
2018-10-11 02:24,3.786,0.059,0,0,0,0,p
2018-10-11 02:30,3.773,0.066,1,0,0,0,p
2018-10-11 02:36,3.740,0.062,1,0,0,0,p
2018-10-11 02:42,3.717,0.069,1,0,0,0,p
2018-10-11 02:48,3.698,0.066,1,0,0,0,p
2018-10-11 02:54,3.671,0.059,0,0,0,0,p
2018-10-11 03:00,3.635,0.052,1,0,0,0,p
2018-10-11 03:06,3.612,0.049,1,0,0,0,p
2018-10-11 03:12,3.593,0.049,0,0,0,0,p
2018-10-11 03:18,3.566,0.043,0,0,0,0,p
2018-10-11 03:24,3.573,0.052,1,0,0,0,p
2018-10-11 03:30,3.517,0.043,1,0,0,0,p
2018-10-11 03:36,3.527,0.039,1,0,0,0,p
2018-10-11 03:42,3.497,0.036,1,0,0,0,p
2018-10-11 03:48,3.474,0.033,1,0,0,0,p
2018-10-11 03:54,3.474,0.030,1,0,0,0,p
2018-10-11 04:00,3.442,0.036,1,0,0,0,p
2018-10-11 04:06,3.435,0.033,1,0,0,0,p
2018-10-11 04:12,3.419,0.030,1,0,0,0,p
2018-10-11 04:18,3.402,0.033,1,0,0,0,p
2018-10-11 04:24,3.389,0.039,1,0,0,0,p
2018-10-11 04:30,3.369,0.036,1,0,0,0,p
2018-10-11 04:36,3.363,0.030,1,0,0,0,p
2018-10-11 04:42,3.346,0.030,1,0,0,0,p
2018-10-11 04:48,3.320,0.023,1,0,0,0,p
2018-10-11 04:54,3.291,0.026,1,0,0,0,p
2018-10-11 05:00,3.268,0.030,1,0,0,0,p
2018-10-11 05:06,3.235,0.033,1,0,0,0,p
2018-10-11 05:12,3.225,0.030,1,0,0,0,p
2018-10-11 05:18,3.199,0.033,1,0,0,0,p
2018-10-11 05:24,3.176,0.030,1,0,0,0,p
2018-10-11 05:30,3.159,0.033,1,0,0,0,p
2018-10-11 05:36,3.123,0.030,1,0,0,0,p
2018-10-11 05:42,3.110,0.039,1,0,0,0,p
2018-10-11 05:48,3.077,0.033,1,0,0,0,p
2018-10-11 05:54,3.074,0.036,1,0,0,0,p
2018-10-11 06:00,3.041,0.036,0,0,0,0,p
2018-10-11 06:06,3.025,0.036,1,0,0,0,p
2018-10-11 06:12,3.009,0.033,1,0,0,0,p
2018-10-11 06:18,2.989,0.033,1,0,0,0,p
2018-10-11 06:24,2.969,0.030,1,0,0,0,p
2018-10-11 06:30,2.953,0.036,1,0,0,0,p
2018-10-11 06:36,2.927,0.036,0,0,0,0,p
2018-10-11 06:42,2.910,0.039,1,0,0,0,p
2018-10-11 06:48,2.897,0.043,1,0,0,0,p
2018-10-11 06:54,2.867,0.039,0,0,0,0,p
2018-10-11 07:00,2.854,0.033,1,0,0,0,p
2018-10-11 07:06,2.828,0.036,1,0,0,0,p
2018-10-11 07:12,2.808,0.039,1,0,0,0,p
2018-10-11 07:18,2.785,0.039,0,0,0,0,p
2018-10-11 07:24,2.769,0.043,1,0,0,0,p
2018-10-11 07:30,2.743,0.033,1,0,0,0,p
2018-10-11 07:36,2.717,0.036,1,0,0,0,p
2018-10-11 07:42,2.697,0.046,1,0,0,0,p
2018-10-11 07:48,2.674,0.036,1,0,0,0,p
2018-10-11 07:54,2.631,0.046,0,0,0,0,p
2018-10-11 08:00,2.602,0.039,1,0,0,0,p
2018-10-11 08:06,2.566,0.033,1,0,0,0,p
2018-10-11 08:12,2.526,0.030,1,0,0,0,p
2018-10-11 08:18,2.503,0.030,1,0,0,0,p
2018-10-11 08:24,2.451,0.026,1,0,0,0,p
2018-10-11 08:30,2.441,0.030,1,0,0,0,p
2018-10-11 08:36,2.408,0.023,1,0,0,0,p
2018-10-11 08:42,2.385,0.023,1,0,0,0,p
2018-10-11 08:48,2.359,0.026,1,0,0,0,p
2018-10-11 08:54,2.343,0.026,1,0,0,0,p
2018-10-11 09:00,2.310,0.023,1,0,0,0,p
2018-10-11 09:06,2.287,0.023,1,0,0,0,p
2018-10-11 09:12,2.267,0.026,0,0,0,0,p
2018-10-11 09:18,2.247,0.026,1,0,0,0,p
2018-10-11 09:24,2.241,0.020,1,0,0,0,p
2018-10-11 09:30,2.215,0.020,1,0,0,0,p
2018-10-11 09:36,2.198,0.023,1,0,0,0,p
2018-10-11 09:42,2.185,0.026,1,0,0,0,p
2018-10-11 09:48,2.169,0.023,1,0,0,0,p
2018-10-11 09:54,2.136,0.023,1,0,0,0,p
2018-10-11 10:00,2.129,0.023,1,0,0,0,p
2018-10-11 10:06,2.100,0.026,1,0,0,0,p
2018-10-11 10:12,2.090,0.026,1,0,0,0,p
2018-10-11 10:18,2.057,0.023,1,0,0,0,p
2018-10-11 10:24,2.051,0.020,1,0,0,0,p
2018-10-11 10:30,2.021,0.026,1,0,0,0,p
2018-10-11 10:36,2.018,0.023,1,0,0,0,p
2018-10-11 10:42,1.995,0.020,1,0,0,0,p
2018-10-11 10:48,1.978,0.020,1,0,0,0,p
2018-10-11 10:54,1.962,0.023,1,0,0,0,p
2018-10-11 11:00,1.949,0.020,1,0,0,0,p
2018-10-11 11:06,1.926,0.026,1,0,0,0,p
2018-10-11 11:12,1.919,0.023,1,0,0,0,p
2018-10-11 11:18,1.906,0.023,1,0,0,0,p
2018-10-11 11:24,1.896,0.020,1,0,0,0,p
2018-10-11 11:30,1.883,0.023,1,0,0,0,p
2018-10-11 11:36,1.870,0.023,1,0,0,0,p
2018-10-11 11:42,1.854,0.023,1,0,0,0,p
2018-10-11 11:48,1.841,0.020,1,0,0,0,p
2018-10-11 11:54,1.824,0.023,1,0,0,0,p
2018-10-11 12:00,1.818,0.026,0,0,0,0,p
2018-10-11 12:06,1.801,0.023,0,0,0,0,p
2018-10-11 12:12,1.798,0.020,1,0,0,0,p
2018-10-11 12:18,1.775,0.023,1,0,0,0,p
2018-10-11 12:24,1.768,0.026,1,0,0,0,p
2018-10-11 12:30,1.745,0.026,1,0,0,0,p
2018-10-11 12:36,1.736,0.023,1,0,0,0,p
2018-10-11 12:42,1.719,0.026,1,0,0,0,p
2018-10-11 12:48,1.713,0.033,1,0,0,0,p
2018-10-11 12:54,1.690,0.030,1,0,0,0,p
2018-10-11 13:00,1.686,0.033,1,0,0,0,p
2018-10-11 13:06,1.680,0.030,1,0,0,0,p
2018-10-11 13:12,1.670,0.030,1,0,0,0,p
2018-10-11 13:18,1.663,0.030,1,0,0,0,p
2018-10-11 13:24,1.657,0.030,1,0,0,0,p
2018-10-11 13:30,1.663,0.030,0,0,0,0,p
2018-10-11 13:36,1.667,0.030,1,0,0,0,p
2018-10-11 13:42,1.660,0.033,1,0,0,0,p
2018-10-11 13:48,1.663,0.039,0,0,0,0,p
2018-10-11 13:54,1.663,0.039,0,0,0,0,p
2018-10-11 14:00,1.654,0.033,1,0,0,0,p
2018-10-11 14:06,1.670,0.030,1,0,0,0,p
2018-10-11 14:12,1.654,0.026,1,0,0,0,p
2018-10-11 14:18,1.657,0.023,1,0,0,0,p
2018-10-11 14:24,1.650,0.020,1,0,0,0,p
2018-10-11 14:30,1.654,0.023,1,0,0,0,p
2018-10-11 14:36,1.654,0.026,1,0,0,0,p
2018-10-11 14:42,1.637,0.026,1,0,0,0,p
2018-10-11 14:48,1.644,0.026,1,0,0,0,p
2018-10-11 14:54,1.634,0.026,1,0,0,0,p
2018-10-11 15:00,1.644,0.026,1,0,0,0,p
2018-10-11 15:06,1.640,0.030,1,0,0,0,p
2018-10-11 15:12,1.637,0.026,1,0,0,0,p
2018-10-11 15:18,1.644,0.023,1,0,0,0,p
2018-10-11 15:24,1.654,0.049,1,0,0,0,p
2018-10-11 15:30,1.640,0.030,1,0,0,0,p
2018-10-11 15:36,1.621,0.033,1,0,0,0,p
2018-10-11 15:42,1.631,0.043,1,0,0,0,p
2018-10-11 15:48,1.637,0.026,1,0,0,0,p
2018-10-11 15:54,1.657,0.030,1,0,0,0,p
2018-10-11 16:00,1.657,0.026,1,0,0,0,p
2018-10-11 16:06,1.660,0.023,1,0,0,0,p
2018-10-11 16:12,1.673,0.030,1,0,0,0,p
2018-10-11 16:18,1.693,0.026,0,0,0,0,p
2018-10-11 16:24,1.706,0.023,1,0,0,0,p
2018-10-11 16:30,1.719,0.033,1,0,0,0,p
2018-10-11 16:36,1.732,0.033,0,0,0,0,p
2018-10-11 16:42,1.742,0.030,1,0,0,0,p
2018-10-11 16:48,1.755,0.039,1,0,0,0,p
2018-10-11 16:54,1.762,0.026,1,0,0,0,p
2018-10-11 17:00,1.765,0.030,1,0,0,0,p
2018-10-11 17:06,1.781,0.030,1,0,0,0,p
2018-10-11 17:12,1.778,0.033,0,0,0,0,p
2018-10-11 17:18,1.781,0.030,0,0,0,0,p
2018-10-11 17:24,1.778,0.023,1,0,0,0,p
2018-10-11 17:30,1.781,0.023,1,0,0,0,p
2018-10-11 17:36,1.791,0.026,1,0,0,0,p
2018-10-11 17:42,1.801,0.023,1,0,0,0,p
2018-10-11 17:48,1.811,0.026,1,0,0,0,p
2018-10-11 17:54,1.837,0.023,1,0,0,0,p
2018-10-11 18:00,1.834,0.020,1,0,0,0,p
2018-10-11 18:06,1.847,0.023,0,0,0,0,p
2018-10-11 18:12,1.850,0.023,1,0,0,0,p
2018-10-11 18:18,1.860,0.026,1,0,0,0,p
2018-10-11 18:24,1.873,0.023,1,0,0,0,p
2018-10-11 18:30,1.870,0.023,1,0,0,0,p
2018-10-11 18:36,1.883,0.030,1,0,0,0,p
2018-10-11 18:42,1.896,0.020,0,0,0,0,p
2018-10-11 18:48,1.913,0.016,1,0,0,0,p
2018-10-11 18:54,1.926,0.016,1,0,0,0,p
2018-10-11 19:00,1.926,0.020,1,0,0,0,p
2018-10-11 19:06,1.939,0.020,1,0,0,0,p
2018-10-11 19:12,1.955,0.016,1,0,0,0,p
2018-10-11 19:18,1.955,0.016,1,0,0,0,p
2018-10-11 19:24,1.969,0.016,1,0,0,0,p
2018-10-11 19:30,1.969,0.016,1,0,0,0,p
2018-10-11 19:36,1.975,0.016,1,0,0,0,p
2018-10-11 19:42,1.978,0.016,1,0,0,0,p
2018-10-11 19:48,1.982,0.016,0,0,0,0,p
2018-10-11 19:54,1.975,0.013,1,0,0,0,p
2018-10-11 20:00,1.975,0.016,1,0,0,0,p
2018-10-11 20:06,1.969,0.016,1,0,0,0,p
2018-10-11 20:12,1.985,0.020,0,0,0,0,p
2018-10-11 20:18,1.978,0.016,1,0,0,0,p
2018-10-11 20:24,1.991,0.020,1,0,0,0,p
2018-10-11 20:30,1.985,0.020,1,0,0,0,p
2018-10-11 20:36,2.008,0.020,0,0,0,0,p
2018-10-11 20:42,1.998,0.023,0,0,0,0,p
2018-10-11 20:48,2.014,0.023,0,0,0,0,p
2018-10-11 20:54,2.021,0.026,1,0,0,0,p
2018-10-11 21:00,2.037,0.023,1,0,0,0,p
2018-10-11 21:06,2.034,0.016,1,0,0,0,p
2018-10-11 21:12,2.041,0.020,1,0,0,0,p
2018-10-11 21:18,2.047,0.020,1,0,0,0,p
2018-10-11 21:24,2.041,0.023,0,0,0,0,p
2018-10-11 21:30,2.047,0.023,1,0,0,0,p
2018-10-11 21:36,2.041,0.023,1,0,0,0,p
2018-10-11 21:42,2.054,0.023,1,0,0,0,p
2018-10-11 21:48,2.051,0.020,1,0,0,0,p
2018-10-11 21:54,2.044,0.023,1,0,0,0,p
2018-10-11 22:00,2.037,0.026,0,0,0,0,p
2018-10-11 22:06,2.037,0.023,1,0,0,0,p
2018-10-11 22:12,2.034,0.026,0,0,0,0,p
2018-10-11 22:18,2.034,0.026,0,0,0,0,p
2018-10-11 22:24,2.044,0.020,1,0,0,0,p
2018-10-11 22:30,2.041,0.030,0,0,0,0,p
2018-10-11 22:36,2.060,0.026,1,0,0,0,p
2018-10-11 22:42,2.067,0.030,1,0,0,0,p
2018-10-11 22:48,2.080,0.023,0,0,0,0,p
2018-10-11 22:54,2.087,0.030,0,0,0,0,p
2018-10-11 23:00,2.106,0.030,0,0,0,0,p
2018-10-11 23:06,2.123,0.026,0,0,0,0,p
2018-10-11 23:12,2.139,0.026,1,0,0,0,p
2018-10-11 23:18,2.152,0.026,1,0,0,0,p
2018-10-11 23:24,2.156,0.026,1,0,0,0,p
2018-10-11 23:30,2.178,0.023,1,0,0,0,p
2018-10-11 23:36,2.169,0.023,1,0,0,0,p
2018-10-11 23:42,2.175,0.026,0,0,0,0,p
2018-10-11 23:48,2.182,0.023,1,0,0,0,p
2018-10-11 23:54,2.188,0.023,0,0,0,0,p
2018-10-12 00:00,2.192,0.026,1,0,0,0,p
2018-10-12 00:06,2.195,0.023,1,0,0,0,p
2018-10-12 00:12,2.201,0.023,0,0,0,0,p
2018-10-12 00:18,2.198,0.023,1,0,0,0,p
2018-10-12 00:24,2.218,0.023,1,0,0,0,p
